"year","flights","origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype"
2005,11,"LU","NO","ESRA North-West","ESRA North-West","Luxembourg","Norway","internal"
2005,9,"RO","AL","ESRA East","ESRA East","Romania","Albania","internal"
2005,211,"IT","EE","ESRA Mediterranean","Other Europe","Italy","Estonia","internal"
2005,19,"CY","LV","ESRA Mediterranean","Other Europe","Cyprus","Latvia","internal"
2005,4,"LU","EE","ESRA North-West","Other Europe","Luxembourg","Estonia","internal"
2005,13,"RO","IE","ESRA East","ESRA North-West","Romania","Ireland","internal"
2005,6,"BA","SK","ESRA East","ESRA East","Bosnia and Herzegovina","Slovakia","internal"
2005,2,"MD","SE","ESRA East","ESRA North-West","Moldova, Republic of","Sweden","internal"
2005,363,"IE","HR","ESRA North-West","ESRA East","Ireland","Croatia","internal"
2005,4,"FI","MK","ESRA North-West","ESRA East","Finland","Macedonia, the former Yugoslav Republic of","internal"
2005,5,"MK","MD","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Moldova, Republic of","internal"
2005,4,"GI","IE","Other Europe","ESRA North-West","Gibraltar","Ireland","internal"
2005,7,"GE","DK","Other Europe","ESRA North-West","Georgia","Denmark","internal"
2005,3,"SI","MD","ESRA East","ESRA East","Slovenia","Moldova, Republic of","internal"
2005,15,"IE","BA","ESRA North-West","ESRA East","Ireland","Bosnia and Herzegovina","internal"
2005,6,"IT","GI","ESRA Mediterranean","Other Europe","Italy","Gibraltar","internal"
2005,4,"MK","SE","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Sweden","internal"
2005,14,"CY","SI","ESRA Mediterranean","ESRA East","Cyprus","Slovenia","internal"
2005,1,"BA","NO","ESRA East","ESRA North-West","Bosnia and Herzegovina","Norway","internal"
2005,62,"RO","FI","ESRA East","ESRA North-West","Romania","Finland","internal"
2005,3,"HU","EE","ESRA East","Other Europe","Hungary","Estonia","internal"
2005,3,"RO","LV","ESRA East","Other Europe","Romania","Latvia","internal"
2005,2,"IE","MD","ESRA North-West","ESRA East","Ireland","Moldova, Republic of","internal"
2005,10,"HR","CY","ESRA East","ESRA Mediterranean","Croatia","Cyprus","internal"
2005,3,"BA","AL","ESRA East","ESRA East","Bosnia and Herzegovina","Albania","internal"
2005,1,"AL","MD","ESRA East","ESRA East","Albania","Moldova, Republic of","internal"
2005,3,"GE","SE","Other Europe","ESRA North-West","Georgia","Sweden","internal"
2005,12,"PT","EE","ESRA Mediterranean","Other Europe","Portugal","Estonia","internal"
2005,5,"LV","GE","Other Europe","Other Europe","Latvia","Georgia","internal"
2005,3,"BG","EE","ESRA East","Other Europe","Bulgaria","Estonia","internal"
2005,1,"SK","MT","ESRA East","ESRA Mediterranean","Slovakia","Malta","internal"
2005,4,"SK","MK","ESRA East","ESRA East","Slovakia","Macedonia, the former Yugoslav Republic of","internal"
2005,93,"CH","BA","ESRA North-West","ESRA East","Switzerland","Bosnia and Herzegovina","internal"
2005,3,"DE","FO","ESRA North-West","ESRA North-West","Germany","Faroe Islands","internal"
2005,2,"MD","GB","ESRA East","ESRA North-West","Moldova, Republic of","United Kingdom","internal"
2005,8,"FO","IE","ESRA North-West","ESRA North-West","Faroe Islands","Ireland","internal"
2005,3,"FI","GI","ESRA North-West","Other Europe","Finland","Gibraltar","internal"
2005,1,"GB","MD","ESRA North-West","ESRA East","United Kingdom","Moldova, Republic of","internal"
2005,8,"SI","SE","ESRA East","ESRA North-West","Slovenia","Sweden","internal"
2005,7,"AM","MT","Other Europe","ESRA Mediterranean","Armenia","Malta","internal"
2005,1,"MT","AL","ESRA Mediterranean","ESRA East","Malta","Albania","internal"
2005,1,"AL","MT","ESRA East","ESRA Mediterranean","Albania","Malta","internal"
2005,3,"BA","LU","ESRA East","ESRA North-West","Bosnia and Herzegovina","Luxembourg","internal"
2005,1,"GI","NO","Other Europe","ESRA North-West","Gibraltar","Norway","internal"
2005,3,"GE","BE","Other Europe","ESRA North-West","Georgia","Belgium","internal"
2005,8,"GE","BG","Other Europe","ESRA East","Georgia","Bulgaria","internal"
2005,3,"FO","FR","ESRA North-West","ESRA North-West","Faroe Islands","France","internal"
2005,4,"FR","FO","ESRA North-West","ESRA North-West","France","Faroe Islands","internal"
2005,1,"BE","SJ","ESRA North-West","ESRA North-West","Belgium","Svalbard and Jan Mayen","internal"
2005,2,"AM","MD","Other Europe","ESRA East","Armenia","Moldova, Republic of","internal"
2005,2,"MT","LV","ESRA Mediterranean","Other Europe","Malta","Latvia","internal"
2005,1,"FO","FO","ESRA North-West","ESRA North-West","Faroe Islands","Faroe Islands","internal"
2005,2,"AL","LU","ESRA East","ESRA North-West","Albania","Luxembourg","internal"
2005,1,"FI","MD","ESRA North-West","ESRA East","Finland","Moldova, Republic of","internal"
2005,2,"BA","UA","ESRA East","ESRA East","Bosnia and Herzegovina","Ukraine","internal"
2005,1,"CY","AL","ESRA Mediterranean","ESRA East","Cyprus","Albania","internal"
2006,50574,"FR","ES","ESRA North-West","ESRA Mediterranean","France","Spain","internal"
2006,5817,"FI","DK","ESRA North-West","ESRA North-West","Finland","Denmark","internal"
2006,2084,"LU","ES","ESRA North-West","ESRA Mediterranean","Luxembourg","Spain","internal"
2006,4198,"RS","DE","ESRA East","ESRA North-West","Serbia","Germany","internal"
2006,78719,"ES","DE","ESRA Mediterranean","ESRA North-West","Spain","Germany","internal"
2006,2623,"RS","IT","ESRA East","ESRA Mediterranean","Serbia","Italy","internal"
2006,4341,"FI","GB","ESRA North-West","ESRA North-West","Finland","United Kingdom","internal"
2006,4532,"NL","BE","ESRA North-West","ESRA North-West","Netherlands","Belgium","internal"
2006,7405,"NO","NL","ESRA North-West","ESRA North-West","Norway","Netherlands","internal"
2006,3883,"MT","GB","ESRA Mediterranean","ESRA North-West","Malta","United Kingdom","internal"
2006,17080,"FR","NL","ESRA North-West","ESRA North-West","France","Netherlands","internal"
2006,2313,"CH","SE","ESRA North-West","ESRA North-West","Switzerland","Sweden","internal"
2006,12574,"NO","GB","ESRA North-West","ESRA North-West","Norway","United Kingdom","internal"
2006,50529,"ES","FR","ESRA Mediterranean","ESRA North-West","Spain","France","internal"
2006,22962,"PL","DE","ESRA East","ESRA North-West","Poland","Germany","internal"
2006,4517,"BE","NL","ESRA North-West","ESRA North-West","Belgium","Netherlands","internal"
2006,2801,"CZ","ES","ESRA East","ESRA Mediterranean","Czech Republic","Spain","internal"
2006,4078,"TR","BE","ESRA Mediterranean","ESRA North-West","Turkey","Belgium","internal"
2006,2711,"IT","MT","ESRA Mediterranean","ESRA Mediterranean","Italy","Malta","internal"
2006,9826,"PT","DE","ESRA Mediterranean","ESRA North-West","Portugal","Germany","internal"
2006,3018,"NL","IE","ESRA North-West","ESRA North-West","Netherlands","Ireland","internal"
2006,670,"TR","SI","ESRA Mediterranean","ESRA East","Turkey","Slovenia","internal"
2006,2099,"FI","NO","ESRA North-West","ESRA North-West","Finland","Norway","internal"
2006,9102,"FR","IE","ESRA North-West","ESRA North-West","France","Ireland","internal"
2006,898,"EE","GB","Other Europe","ESRA North-West","Estonia","United Kingdom","internal"
2006,1805,"FI","LV","ESRA North-West","Other Europe","Finland","Latvia","internal"
2006,1056,"FR","SK","ESRA North-West","ESRA East","France","Slovakia","internal"
2006,3188,"IT","TR","ESRA Mediterranean","ESRA Mediterranean","Italy","Turkey","internal"
2006,513,"CZ","RS","ESRA East","ESRA East","Czech Republic","Serbia","internal"
2006,11974,"GB","SE","ESRA North-West","ESRA North-West","United Kingdom","Sweden","internal"
2006,5519,"TR","UA","ESRA Mediterranean","ESRA East","Turkey","Ukraine","internal"
2006,5461,"DK","NL","ESRA North-West","ESRA North-West","Denmark","Netherlands","internal"
2006,6010,"BG","DE","ESRA East","ESRA North-West","Bulgaria","Germany","internal"
2006,1684,"FR","SI","ESRA North-West","ESRA East","France","Slovenia","internal"
2006,850,"LU","PT","ESRA North-West","ESRA Mediterranean","Luxembourg","Portugal","internal"
2006,406,"EE","NL","Other Europe","ESRA North-West","Estonia","Netherlands","internal"
2006,988,"RS","GB","ESRA East","ESRA North-West","Serbia","United Kingdom","internal"
2006,1084,"CZ","SE","ESRA East","ESRA North-West","Czech Republic","Sweden","internal"
2006,2482,"LU","IT","ESRA North-West","ESRA Mediterranean","Luxembourg","Italy","internal"
2006,461,"IT","CY","ESRA Mediterranean","ESRA Mediterranean","Italy","Cyprus","internal"
2006,635,"BA","TR","ESRA East","ESRA Mediterranean","Bosnia and Herzegovina","Turkey","internal"
2006,580,"LT","CZ","Other Europe","ESRA East","Lithuania","Czech Republic","internal"
2006,1663,"SE","TR","ESRA North-West","ESRA Mediterranean","Sweden","Turkey","internal"
2006,1228,"RO","NL","ESRA East","ESRA North-West","Romania","Netherlands","internal"
2006,613,"AL","TR","ESRA East","ESRA Mediterranean","Albania","Turkey","internal"
2006,2648,"IT","RS","ESRA Mediterranean","ESRA East","Italy","Serbia","internal"
2006,1190,"NO","CZ","ESRA North-West","ESRA East","Norway","Czech Republic","internal"
2006,1670,"UA","IT","ESRA East","ESRA Mediterranean","Ukraine","Italy","internal"
2006,224,"PL","SK","ESRA East","ESRA East","Poland","Slovakia","internal"
2006,2804,"PL","SE","ESRA East","ESRA North-West","Poland","Sweden","internal"
2006,496,"NO","CH","ESRA North-West","ESRA North-West","Norway","Switzerland","internal"
2006,1198,"FI","AT","ESRA North-West","ESRA North-West","Finland","Austria","internal"
2006,785,"IE","AT","ESRA North-West","ESRA North-West","Ireland","Austria","internal"
2006,1859,"LV","SE","Other Europe","ESRA North-West","Latvia","Sweden","internal"
2006,2097,"BE","CZ","ESRA North-West","ESRA East","Belgium","Czech Republic","internal"
2006,1729,"RO","TR","ESRA East","ESRA Mediterranean","Romania","Turkey","internal"
2006,2285,"BE","IE","ESRA North-West","ESRA North-West","Belgium","Ireland","internal"
2006,2083,"AT","SI","ESRA North-West","ESRA East","Austria","Slovenia","internal"
2006,980,"DK","EE","ESRA North-West","Other Europe","Denmark","Estonia","internal"
2006,23,"HR","MT","ESRA East","ESRA Mediterranean","Croatia","Malta","internal"
2006,724,"MD","HU","ESRA East","ESRA East","Moldova, Republic of","Hungary","internal"
2006,3249,"UA","DE","ESRA East","ESRA North-West","Ukraine","Germany","internal"
2006,625,"BG","NL","ESRA East","ESRA North-West","Bulgaria","Netherlands","internal"
2006,674,"LT","NL","Other Europe","ESRA North-West","Lithuania","Netherlands","internal"
2006,2110,"SI","AT","ESRA East","ESRA North-West","Slovenia","Austria","internal"
2006,1145,"UA","HU","ESRA East","ESRA East","Ukraine","Hungary","internal"
2006,182,"BA","CH","ESRA East","ESRA North-West","Bosnia and Herzegovina","Switzerland","internal"
2006,457,"BE","SK","ESRA North-West","ESRA East","Belgium","Slovakia","internal"
2006,722,"BE","RO","ESRA North-West","ESRA East","Belgium","Romania","internal"
2006,13,"CH","GE","ESRA North-West","Other Europe","Switzerland","Georgia","internal"
2006,122,"ES","SI","ESRA Mediterranean","ESRA East","Spain","Slovenia","internal"
2006,359,"DK","RO","ESRA North-West","ESRA East","Denmark","Romania","internal"
2006,185,"CH","BA","ESRA North-West","ESRA East","Switzerland","Bosnia and Herzegovina","internal"
2006,568,"AT","MK","ESRA North-West","ESRA East","Austria","Macedonia, the former Yugoslav Republic of","internal"
2006,618,"PL","RO","ESRA East","ESRA East","Poland","Romania","internal"
2006,381,"SE","RS","ESRA North-West","ESRA East","Sweden","Serbia","internal"
2006,241,"SK","RO","ESRA East","ESRA East","Slovakia","Romania","internal"
2006,704,"IE","LT","ESRA North-West","Other Europe","Ireland","Lithuania","internal"
2006,538,"BE","HR","ESRA North-West","ESRA East","Belgium","Croatia","internal"
2006,357,"RO","DK","ESRA East","ESRA North-West","Romania","Denmark","internal"
2006,921,"TR","RS","ESRA Mediterranean","ESRA East","Turkey","Serbia","internal"
2006,440,"CH","CY","ESRA North-West","ESRA Mediterranean","Switzerland","Cyprus","internal"
2006,609,"PL","BG","ESRA East","ESRA East","Poland","Bulgaria","internal"
2006,372,"HU","BA","ESRA East","ESRA East","Hungary","Bosnia and Herzegovina","internal"
2006,326,"EE","PL","Other Europe","ESRA East","Estonia","Poland","internal"
2006,66,"GR","MD","ESRA Mediterranean","ESRA East","Greece","Moldova, Republic of","internal"
2006,953,"LT","SE","Other Europe","ESRA North-West","Lithuania","Sweden","internal"
2006,549,"BE","BG","ESRA North-West","ESRA East","Belgium","Bulgaria","internal"
2006,795,"AT","IE","ESRA North-West","ESRA North-West","Austria","Ireland","internal"
2006,388,"UA","LT","ESRA East","Other Europe","Ukraine","Lithuania","internal"
2006,150,"PL","HR","ESRA East","ESRA East","Poland","Croatia","internal"
2006,73,"BG","PT","ESRA East","ESRA Mediterranean","Bulgaria","Portugal","internal"
2006,363,"MT","NL","ESRA Mediterranean","ESRA North-West","Malta","Netherlands","internal"
2006,80,"BG","AL","ESRA East","ESRA East","Bulgaria","Albania","internal"
2006,384,"DE","GE","ESRA North-West","Other Europe","Germany","Georgia","internal"
2006,190,"ES","EE","ESRA Mediterranean","Other Europe","Spain","Estonia","internal"
2006,294,"BG","CH","ESRA East","ESRA North-West","Bulgaria","Switzerland","internal"
2006,188,"EE","ES","Other Europe","ESRA Mediterranean","Estonia","Spain","internal"
2006,64,"GR","GE","ESRA Mediterranean","Other Europe","Greece","Georgia","internal"
2006,283,"AT","GE","ESRA North-West","Other Europe","Austria","Georgia","internal"
2006,3,"MT","MK","ESRA Mediterranean","ESRA East","Malta","Macedonia, the former Yugoslav Republic of","internal"
2006,110,"GR","AM","ESRA Mediterranean","Other Europe","Greece","Armenia","internal"
2006,63,"FI","LU","ESRA North-West","ESRA North-West","Finland","Luxembourg","internal"
2006,192,"CY","FI","ESRA Mediterranean","ESRA North-West","Cyprus","Finland","internal"
2006,24,"FR","MK","ESRA North-West","ESRA East","France","Macedonia, the former Yugoslav Republic of","internal"
2006,11,"AM","RO","Other Europe","ESRA East","Armenia","Romania","internal"
2006,693,"GR","SK","ESRA Mediterranean","ESRA East","Greece","Slovakia","internal"
2006,241,"HR","TR","ESRA East","ESRA Mediterranean","Croatia","Turkey","internal"
2006,52,"HR","RO","ESRA East","ESRA East","Croatia","Romania","internal"
2006,1,"IE","MD","ESRA North-West","ESRA East","Ireland","Moldova, Republic of","internal"
2006,85,"MD","MD","ESRA East","ESRA East","Moldova, Republic of","Moldova, Republic of","internal"
2006,6,"SI","NO","ESRA East","ESRA North-West","Slovenia","Norway","internal"
2006,9,"AM","RS","Other Europe","ESRA East","Armenia","Serbia","internal"
2006,47,"BG","HR","ESRA East","ESRA East","Bulgaria","Croatia","internal"
2006,3,"MK","PT","ESRA East","ESRA Mediterranean","Macedonia, the former Yugoslav Republic of","Portugal","internal"
2006,6,"HU","EE","ESRA East","Other Europe","Hungary","Estonia","internal"
2006,27,"PL","LU","ESRA East","ESRA North-West","Poland","Luxembourg","internal"
2006,64,"RS","PL","ESRA East","ESRA East","Serbia","Poland","internal"
2006,101,"UA","RS","ESRA East","ESRA East","Ukraine","Serbia","internal"
2006,29,"BA","MK","ESRA East","ESRA East","Bosnia and Herzegovina","Macedonia, the former Yugoslav Republic of","internal"
2006,38,"HR","AL","ESRA East","ESRA East","Croatia","Albania","internal"
2006,19,"NL","BA","ESRA North-West","ESRA East","Netherlands","Bosnia and Herzegovina","internal"
2006,31,"RS","IE","ESRA East","ESRA North-West","Serbia","Ireland","internal"
2006,591,"HR","NO","ESRA East","ESRA North-West","Croatia","Norway","internal"
2006,10,"SE","MK","ESRA North-West","ESRA East","Sweden","Macedonia, the former Yugoslav Republic of","internal"
2006,16,"DK","UA","ESRA North-West","ESRA East","Denmark","Ukraine","internal"
2006,2,"LU","LT","ESRA North-West","Other Europe","Luxembourg","Lithuania","internal"
2006,377,"IE","HR","ESRA North-West","ESRA East","Ireland","Croatia","internal"
2006,2,"AM","SE","Other Europe","ESRA North-West","Armenia","Sweden","internal"
2006,13,"LU","NO","ESRA North-West","ESRA North-West","Luxembourg","Norway","internal"
2006,7,"EE","RS","Other Europe","ESRA East","Estonia","Serbia","internal"
2006,11,"GE","HU","Other Europe","ESRA East","Georgia","Hungary","internal"
2006,225,"FI","IE","ESRA North-West","ESRA North-West","Finland","Ireland","internal"
2006,1,"LT","MT","Other Europe","ESRA Mediterranean","Lithuania","Malta","internal"
2006,1,"MK","MD","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Moldova, Republic of","internal"
2006,44,"MT","PT","ESRA Mediterranean","ESRA Mediterranean","Malta","Portugal","internal"
2006,79,"GR","PT","ESRA Mediterranean","ESRA Mediterranean","Greece","Portugal","internal"
2006,105,"HR","DK","ESRA East","ESRA North-West","Croatia","Denmark","internal"
2006,4,"BA","PL","ESRA East","ESRA East","Bosnia and Herzegovina","Poland","internal"
2006,7,"BA","BG","ESRA East","ESRA East","Bosnia and Herzegovina","Bulgaria","internal"
2006,10,"LT","MD","Other Europe","ESRA East","Lithuania","Moldova, Republic of","internal"
2006,5,"MD","LV","ESRA East","Other Europe","Moldova, Republic of","Latvia","internal"
2006,2,"MK","PL","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Poland","internal"
2006,9,"SI","FI","ESRA East","ESRA North-West","Slovenia","Finland","internal"
2006,21,"LU","RS","ESRA North-West","ESRA East","Luxembourg","Serbia","internal"
2006,3,"GI","GI","Other Europe","Other Europe","Gibraltar","Gibraltar","internal"
2006,19,"CY","HR","ESRA Mediterranean","ESRA East","Cyprus","Croatia","internal"
2006,48,"FI","HR","ESRA North-West","ESRA East","Finland","Croatia","internal"
2006,5,"LU","MK","ESRA North-West","ESRA East","Luxembourg","Macedonia, the former Yugoslav Republic of","internal"
2006,15,"MT","UA","ESRA Mediterranean","ESRA East","Malta","Ukraine","internal"
2006,3,"HR","GE","ESRA East","Other Europe","Croatia","Georgia","internal"
2006,1,"FO","LT","ESRA North-West","Other Europe","Faroe Islands","Lithuania","internal"
2006,1,"NO","AM","ESRA North-West","Other Europe","Norway","Armenia","internal"
2006,6,"LV","LU","Other Europe","ESRA North-West","Latvia","Luxembourg","internal"
2006,1,"GI","RO","Other Europe","ESRA East","Gibraltar","Romania","internal"
2006,2,"DE","SJ","ESRA North-West","ESRA North-West","Germany","Svalbard and Jan Mayen","internal"
2006,1,"HR","AM","ESRA East","Other Europe","Croatia","Armenia","internal"
2006,1,"PL","MD","ESRA East","ESRA East","Poland","Moldova, Republic of","internal"
2006,15,"RS","LT","ESRA East","Other Europe","Serbia","Lithuania","internal"
2006,2,"GI","CY","Other Europe","ESRA Mediterranean","Gibraltar","Cyprus","internal"
2006,2,"MT","GI","ESRA Mediterranean","Other Europe","Malta","Gibraltar","internal"
2006,2,"GI","MT","Other Europe","ESRA Mediterranean","Gibraltar","Malta","internal"
2006,2,"GI","LU","Other Europe","ESRA North-West","Gibraltar","Luxembourg","internal"
2006,2,"AL","BE","ESRA East","ESRA North-West","Albania","Belgium","internal"
2006,3,"MT","AM","ESRA Mediterranean","Other Europe","Malta","Armenia","internal"
2006,1,"GB","MD","ESRA North-West","ESRA East","United Kingdom","Moldova, Republic of","internal"
2006,1,"SK","MK","ESRA East","ESRA East","Slovakia","Macedonia, the former Yugoslav Republic of","internal"
2006,2,"EE","MT","Other Europe","ESRA Mediterranean","Estonia","Malta","internal"
2006,1,"GI","NL","Other Europe","ESRA North-West","Gibraltar","Netherlands","internal"
2006,1,"AM","HU","Other Europe","ESRA East","Armenia","Hungary","internal"
2006,2,"LV","RS","Other Europe","ESRA East","Latvia","Serbia","internal"
2006,2,"BE","GI","ESRA North-West","Other Europe","Belgium","Gibraltar","internal"
2006,1,"MD","FI","ESRA East","ESRA North-West","Moldova, Republic of","Finland","internal"
2007,158065,"SE","SE","ESRA North-West","ESRA North-West","Sweden","Sweden","internal"
2007,455,"LT","NO","Other Europe","ESRA North-West","Lithuania","Norway","internal"
2007,13851,"IT","NL","ESRA Mediterranean","ESRA North-West","Italy","Netherlands","internal"
2007,18644,"DE","GR","ESRA North-West","ESRA Mediterranean","Germany","Greece","internal"
2007,123937,"GB","ES","ESRA North-West","ESRA Mediterranean","United Kingdom","Spain","internal"
2007,10986,"HR","HR","ESRA East","ESRA East","Croatia","Croatia","internal"
2007,970,"PL","LT","ESRA East","Other Europe","Poland","Lithuania","internal"
2007,8947,"FR","AT","ESRA North-West","ESRA North-West","France","Austria","internal"
2007,1229,"LU","NL","ESRA North-West","ESRA North-West","Luxembourg","Netherlands","internal"
2007,39963,"PL","PL","ESRA East","ESRA East","Poland","Poland","internal"
2007,23980,"DE","PL","ESRA North-West","ESRA East","Germany","Poland","internal"
2007,17303,"SE","DE","ESRA North-West","ESRA North-West","Sweden","Germany","internal"
2007,75106,"DE","FR","ESRA North-West","ESRA North-West","Germany","France","internal"
2007,10279,"DE","PT","ESRA North-West","ESRA Mediterranean","Germany","Portugal","internal"
2007,17582,"DE","DK","ESRA North-West","ESRA North-West","Germany","Denmark","internal"
2007,4381,"GB","FI","ESRA North-West","ESRA North-West","United Kingdom","Finland","internal"
2007,2434,"HR","FR","ESRA East","ESRA North-West","Croatia","France","internal"
2007,978,"AL","GR","ESRA East","ESRA Mediterranean","Albania","Greece","internal"
2007,41108,"DE","CH","ESRA North-West","ESRA North-West","Germany","Switzerland","internal"
2007,3046,"IE","NL","ESRA North-West","ESRA North-West","Ireland","Netherlands","internal"
2007,52002,"GB","IT","ESRA North-West","ESRA Mediterranean","United Kingdom","Italy","internal"
2007,84944,"GB","FR","ESRA North-West","ESRA North-West","United Kingdom","France","internal"
2007,40984,"CH","DE","ESRA North-West","ESRA North-West","Switzerland","Germany","internal"
2007,2759,"AT","SE","ESRA North-West","ESRA North-West","Austria","Sweden","internal"
2007,52262,"IT","GB","ESRA Mediterranean","ESRA North-West","Italy","United Kingdom","internal"
2007,7100,"DK","ES","ESRA North-West","ESRA Mediterranean","Denmark","Spain","internal"
2007,6491,"TR","UA","ESRA Mediterranean","ESRA East","Turkey","Ukraine","internal"
2007,15912,"SE","DK","ESRA North-West","ESRA North-West","Sweden","Denmark","internal"
2007,9780,"FR","IE","ESRA North-West","ESRA North-West","France","Ireland","internal"
2007,5792,"NL","DK","ESRA North-West","ESRA North-West","Netherlands","Denmark","internal"
2007,6387,"GR","CY","ESRA Mediterranean","ESRA Mediterranean","Greece","Cyprus","internal"
2007,20504,"PT","GB","ESRA Mediterranean","ESRA North-West","Portugal","United Kingdom","internal"
2007,1231,"FI","LT","ESRA North-West","Other Europe","Finland","Lithuania","internal"
2007,4038,"CZ","AT","ESRA East","ESRA North-West","Czech Republic","Austria","internal"
2007,77,"FO","NO","ESRA North-West","ESRA North-West","Faroe Islands","Norway","internal"
2007,5446,"FR","CZ","ESRA North-West","ESRA East","France","Czech Republic","internal"
2007,24236,"PT","ES","ESRA Mediterranean","ESRA Mediterranean","Portugal","Spain","internal"
2007,1878,"TR","ES","ESRA Mediterranean","ESRA Mediterranean","Turkey","Spain","internal"
2007,525,"LV","IT","Other Europe","ESRA Mediterranean","Latvia","Italy","internal"
2007,10712,"IT","RO","ESRA Mediterranean","ESRA East","Italy","Romania","internal"
2007,6006,"IT","CZ","ESRA Mediterranean","ESRA East","Italy","Czech Republic","internal"
2007,2792,"HU","CH","ESRA East","ESRA North-West","Hungary","Switzerland","internal"
2007,663,"BG","TR","ESRA East","ESRA Mediterranean","Bulgaria","Turkey","internal"
2007,4404,"DE","RS","ESRA North-West","ESRA East","Germany","Serbia","internal"
2007,629,"NL","EE","ESRA North-West","Other Europe","Netherlands","Estonia","internal"
2007,43084,"DK","DK","ESRA North-West","ESRA North-West","Denmark","Denmark","internal"
2007,23862,"PL","DE","ESRA East","ESRA North-West","Poland","Germany","internal"
2007,2664,"HR","IT","ESRA East","ESRA Mediterranean","Croatia","Italy","internal"
2007,2452,"NL","HU","ESRA North-West","ESRA East","Netherlands","Hungary","internal"
2007,2463,"NL","CZ","ESRA North-West","ESRA East","Netherlands","Czech Republic","internal"
2007,2305,"IT","LU","ESRA Mediterranean","ESRA North-West","Italy","Luxembourg","internal"
2007,507,"BE","HR","ESRA North-West","ESRA East","Belgium","Croatia","internal"
2007,1908,"FR","SI","ESRA North-West","ESRA East","France","Slovenia","internal"
2007,946,"BA","DE","ESRA East","ESRA North-West","Bosnia and Herzegovina","Germany","internal"
2007,3617,"FR","HU","ESRA North-West","ESRA East","France","Hungary","internal"
2007,198,"GE","AM","Other Europe","Other Europe","Georgia","Armenia","internal"
2007,448,"MD","IT","ESRA East","ESRA Mediterranean","Moldova, Republic of","Italy","internal"
2007,3681,"DK","PL","ESRA North-West","ESRA East","Denmark","Poland","internal"
2007,2493,"PL","CH","ESRA East","ESRA North-West","Poland","Switzerland","internal"
2007,4121,"DK","BE","ESRA North-West","ESRA North-West","Denmark","Belgium","internal"
2007,483,"IT","SI","ESRA Mediterranean","ESRA East","Italy","Slovenia","internal"
2007,1510,"DK","LV","ESRA North-West","Other Europe","Denmark","Latvia","internal"
2007,3778,"HR","AT","ESRA East","ESRA North-West","Croatia","Austria","internal"
2007,103,"CH","SK","ESRA North-West","ESRA East","Switzerland","Slovakia","internal"
2007,582,"MK","SI","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Slovenia","internal"
2007,863,"SE","CZ","ESRA North-West","ESRA East","Sweden","Czech Republic","internal"
2007,392,"MT","BE","ESRA Mediterranean","ESRA North-West","Malta","Belgium","internal"
2007,1845,"CZ","DK","ESRA East","ESRA North-West","Czech Republic","Denmark","internal"
2007,1433,"GB","LT","ESRA North-West","Other Europe","United Kingdom","Lithuania","internal"
2007,3959,"AT","RO","ESRA North-West","ESRA East","Austria","Romania","internal"
2007,188,"UA","MD","ESRA East","ESRA East","Ukraine","Moldova, Republic of","internal"
2007,806,"CH","NO","ESRA North-West","ESRA North-West","Switzerland","Norway","internal"
2007,72,"MT","HU","ESRA Mediterranean","ESRA East","Malta","Hungary","internal"
2007,566,"RS","MK","ESRA East","ESRA East","Serbia","Macedonia, the former Yugoslav Republic of","internal"
2007,883,"LT","IE","Other Europe","ESRA North-West","Lithuania","Ireland","internal"
2007,336,"ES","MT","ESRA Mediterranean","ESRA Mediterranean","Spain","Malta","internal"
2007,191,"AM","CZ","Other Europe","ESRA East","Armenia","Czech Republic","internal"
2007,164,"GR","MT","ESRA Mediterranean","ESRA Mediterranean","Greece","Malta","internal"
2007,234,"DK","CY","ESRA North-West","ESRA Mediterranean","Denmark","Cyprus","internal"
2007,693,"SI","GR","ESRA East","ESRA Mediterranean","Slovenia","Greece","internal"
2007,721,"LV","CZ","Other Europe","ESRA East","Latvia","Czech Republic","internal"
2007,44,"CH","GI","ESRA North-West","Other Europe","Switzerland","Gibraltar","internal"
2007,1073,"RS","GR","ESRA East","ESRA Mediterranean","Serbia","Greece","internal"
2007,267,"CZ","MK","ESRA East","ESRA East","Czech Republic","Macedonia, the former Yugoslav Republic of","internal"
2007,151,"UA","HR","ESRA East","ESRA East","Ukraine","Croatia","internal"
2007,239,"FR","LV","ESRA North-West","Other Europe","France","Latvia","internal"
2007,2952,"ES","RO","ESRA Mediterranean","ESRA East","Spain","Romania","internal"
2007,716,"LV","UA","Other Europe","ESRA East","Latvia","Ukraine","internal"
2007,1485,"HU","ES","ESRA East","ESRA Mediterranean","Hungary","Spain","internal"
2007,1071,"HU","TR","ESRA East","ESRA Mediterranean","Hungary","Turkey","internal"
2007,211,"CZ","MD","ESRA East","ESRA East","Czech Republic","Moldova, Republic of","internal"
2007,850,"AT","BA","ESRA North-West","ESRA East","Austria","Bosnia and Herzegovina","internal"
2007,278,"NL","SK","ESRA North-West","ESRA East","Netherlands","Slovakia","internal"
2007,688,"GR","SI","ESRA Mediterranean","ESRA East","Greece","Slovenia","internal"
